"recipient_name","number_of_jobs","pop_latitude","pop_longitude","pop_state_cd"
"MANAGEMENT & TRAINING CORPORATION",4,48.563127,-122.22454999,"WA"
"MANCHAUG WATER DISTRICT, THE",4,42.089978,-71.76488499,"MA"
"MANISTEE, COUNTY OF",4,44.37339515,-86.16195817,"MI"
"MARS HILL COLLEGE",4,35.82734187,-82.55292403,"NC"
"MARSHALL, COUNTY OF",4,34.767793,-89.44851499,"MS"
"MAS CONSULTANTS INC",4,33.502978,-81.743392,"SC"
"MASSAC COUNTY HOUSING AUTHORITY",4,37.14502141,-88.71686475,"IL"
"MASSACHUSETTS COMMISSION FOR THE BLIND",4,42.35816004,-71.06369577,"MA"
"MC NEELY PIGOTT & FOX PUBLIC RELATIONS, LLC",4,36.16125474,-86.7807068,"TN"
"MCKENZIE, COUNTY OF",4,47.67460514,-103.52982793,"ND"
"MECOSTA COUNTY MEDICAL CENTER",4,43.69309124,-85.47607252,"MI"
"MEDIA & PROCESS TECHNOLOGY",4,40.54414042,-79.82800953,"PA"
"MELVINDALE, CITY OF",4,42.28046761,-83.18277957,"MI"
"MEMPHIS HOUSING AUTHORITY",4,35.101851,-90.067971,"TN"
"MIDWEST DIVING SERVICE",4,43.07106,-98.530351,"SD"
"MIDWEST TESTING LABORATORY, INC.",4,47.9352622,-97.08816468,"ND"
"MIKE L FENTON",4,40.659399,-93.154446,"IA"
"MIKO GROUP, INC.",4,35.21879318,-97.44055008,"OK"
"MILLENNIUM ENGINEERING & SALES, INC.",4,38.46226387,-90.36878855,"MO"
"MINNESOTA STATE UNIVERSITY, MANKATO",4,44.14639398,-93.99996536,"MN"
"MITCHELL HOUSING AUTHORITY",4,43.72408237,-98.02426939,"SD"
"MODULAR SOLUTIONS, LTD.",4,33.39610126,-112.15009502,"AZ"
"MOHAN CONSTRUCTION, INC",4,38.94198799,-95.699603,"KS"
"MOHAVE COUNTY COMMUNITY COLLEGE DISTRICT",4,35.26847998,-114.02291733,"AZ"
"MOHAWK VALLEY COMMUNITY ACTION AGENCY, INC.",4,43.12469717,-75.23592046,"NY"
"MONROE COUNTY BOARD OF EDUCATION",4,37.61931919,-80.46156137,"WV"
"MOUNT VERNON NAZARENE UNIVERSITY",4,40.37333299,-82.47531299,"OH"
"MOUNTAIN PEOPLES HEALTH COUNCILS INC",4,36.41080085,-84.48909708,"TN"
"MT COMFORT WATER ASSOCIATION INC",4,34.01950808,-89.35391591,"MS"
"MUCKLESHOOT INDIAN TRIBE",4,47.260093,-122.130046,"WA"
"NAKNEK ELECTRIC ASSOCIATION, INC.",4,58.731027,-156.48296,"AK"
"NATIONAL INDIAN COUNCIL ON AGING INC",4,35.13118123,-106.52294715,"NM"
"NATIONAL RIFLE ASSOCIATION OF AMERICA",4,36.897711,-104.428289,"NM"
"NEIGHBORHOOD HEALTH SERVICES CORPORATION",4,40.5984926,-74.45857348,"NJ"
"NEXGEN ENERGY SYSTEMS, INC.",4,36.488323,-118.836827,"CA"
"NIAGARA FALLS HOUSING AUTHORITY",4,43.08850455,-79.06421593,"NY"
"NIMBIC SYSTEMS",4,29.63023729,-95.58735958,"TX"
"NOMAD CONSTRUCTION INCORPORATED",4,46.418786,-84.662442,"MI"
"NORMAN, CITY OF",4,35.27272399,-97.495033,"OK"
"NORTHEAST FLORIDA",4,29.24368569,-81.45889289,"FL"
"NORTHSTAR TECHNOLOGY CORP.",4,38.08456851,-122.26469356,"CA"
"NORTHWEST TECHNOLOGIES, INC.",4,46.05254526,-118.3554765,"WA"
"OAK LAWN, VILLAGE OF",4,41.72069099,-87.75276699,"IL"
"OHIO WESLEYAN UNIVERSITY",4,40.29694905,-83.06788955,"OH"
"OKALOOSA COUNTY HEADSTART CHILD DEVELOPMENT INC",4,30.44237593,-86.57965138,"FL"
"ONE SOURCE GROUP, INC.",4,38.94007408,-95.23515671,"KS"
"OPPORTUNITY INC.",4,55.34191588,-131.64364475,"AK"
"ORANGEBURG, COUNTY OF",4,33.49260906,-80.86264302,"SC"
"P3S CORPORATION",4,29.56581,-98.481397,"TX"
"PACIFIC BIOSCIENCES OF CALIFORNIA, INC.",4,37.47857361,-122.14251605,"CA"
"PACIFIC ISLANDS MICROCREDIT INSTITUTE",4,13.44356539,144.77559745,"GU"
"PACIFIC NORTHWEST RESEARCH INSTITUTE",4,47.608663,-122.320735,"WA"
"PARIS HOUSING AUTHORITY, CITY OF",4,35.291466,-93.730074,"AR"
"PARIS JUNIOR COLLEGE (INC)",4,33.65344456,-95.53118791,"TX"
"PARTNERS BUILDING HOMES",4,38.58342325,-77.32989287,"VA"
"PASSAIC COUNTY COMMUNITY COLLEGE (INC)",4,40.91822884,-74.17520597,"NJ"
"PAT'S IRISH GREEN LAWN SERVICE",4,41.205165,-96.1753,"NE"
"PENINSULA INSTITUTE FOR COMMUNITY HEALTH, INC",4,36.99790723,-76.42451948,"VA"
"PEREGRINE POWER LLC",4,45.32259525,-122.7712051,"OR"
"PIEDMONT COMMUNITY ACTIONS INC",4,34.94595,-81.92988499,"SC"
"PILOT POINT TRIBAL COUNCIL",4,57.525677,-157.384464,"AK"
"PINTECH CORP",4,34.371057,-78.28713,"NC"
"PITTSFORD, TOWN OF",4,43.71544382,-73.0281838,"VT"
"POLU KAI SERVICES, LLC",4,28.54792699,-81.682373,"FL"
"POMPANO BEACH, CITY OF",4,26.23142914,-80.12638288,"FL"
"PONTIAC, CITY OF",4,42.63738374,-83.28825278,"MI"
"PREMIER CONSTRUCTORS, INC",4,33.46834692,-82.02529828,"GA"
"PRESERVATION ALLIANCE OF NEW ORLEANS INC",4,29.94308858,-90.06758574,"LA"
"PRIMECARE COMMUNITY HEALTH INC",4,41.90936237,-87.73266555,"IL"
"PROJECT ECHO, INC.",4,38.53792761,-76.58159436,"MD"
"PROSHOT CONCRETE, INC.",4,39.504939,-75.80108,"MD"
"PROVEN MANAGEMENT INC.",4,37.388254,-121.88705,"CA"
"PUBLIC HOUSING AGENCY",4,38.03449359,-97.94394237,"KS"
"PUBLIC SERVICE COMPANY OF COLORADO",4,39.718208,-105.120276,"CO"
"PULASKI HOUSING AUTHORITY",4,35.20060716,-87.02209092,"TN"
"QUALITY COMMUNITY HEALTH CARE, INC.",4,39.99626786,-75.17238077,"PA"
"RED LEAF FORESTRY INC",4,36.805684,-84.452045,"KY"
"RER SOLUTIONS, INC.",4,38.96110841,-77.39714693,"VA"
"RESOURCE: A NONPROFIT COMMUNITY ENTERPRISE, INC.",4,44.19885099,-72.50718099,"VT"
"RICH MOE/COAKLEY & WILLIAMS JV",4,38.281748,-76.433831,"MD"
"RICHARD STOCKTON COLLEGE OF NEW JERSEY",4,39.485392,-74.585218,"NJ"
"RICHMOND, COUNTY OF",4,34.93799219,-79.77423368,"NC"
"RITCHIE COUNTY PRIMARY CARE ASSOC., INC.",4,39.206776,-81.048174,"WV"
"RIVER HILLS COMMUNITY HEALTH CENTER, INC.",4,40.7278,-92.879049,"IA"
"RKM PRIMARY CARE",4,30.86396326,-91.02289884,"LA"
"ROBERTS SHACKLETON & BOY PC",4,42.95130049,-78.81369181,"NY"
"ROCKHURST UNIVERSITY",4,39.03295281,-94.57328662,"MO"
"ROSS BROTHERS CONSTRUCTION CO.",4,40.567437,-81.405247,"OH"
"RUSSELLVILLE, CITY OF",4,34.491474,-87.808853,"AL"
"S & S GENERAL CONTRACTORS & EQUIPMENT RENTAL, INC.",4,57.09906017,-135.39311634,"AK"
"S.T. TURMAN CONTRACTING, L.L.C.",4,36.913111,-90.281077,"MO"
"SAINT JOHNSBURY, TOWN OF",4,44.4186507,-72.02131185,"VT"
"SALIDA SCHOOL DISTRICT R-32-J",4,38.49254237,-105.91765367,"CO"
"SAN MARCOS HOUSING AUTHORITY",4,29.86583699,-98.00860999,"TX"
"SANFORD, CITY OF",4,35.48840655,-79.17832008,"NC"
"SCHOOL OF THE OZARKS",4,36.615896,-93.23988099,"MO"
"SCOTT CONSTRUCTION, INC",4,47.508712,-111.19597399,"MT"
"SEI GROUP, INC.",4,39.82998365,-84.03084134,"OH"
"SELF-HELP INCORPORATED",4,42.08088475,-71.0150759,"MA"
"SELMA, CITY OF",4,32.40857109,-87.01780302,"AL"
"SHORTER COLLEGE",4,34.26354836,-85.18966466,"GA"
"SHOSHONE-PAIUTE TRIBES",4,41.946902,-116.097767,"NV"
"SIERRA JOINT COMMUNITY COLLEGE DISTRICT",4,38.78855978,-121.2095783,"CA"
"SIGNAL INTERNATIONAL TEXAS LIMITED PARTNERSHIP",4,30.0911823,-93.72853384,"TX"
"SOUTH BRONX OVERALL ECONOMIC DEVELOPMENT CORPORATION",4,40.81594441,-73.91641591,"NY"
"SOUTHERN CALIFORNIA SCHOOL OF CULINARY ARTS",4,34.14482282,-118.13934591,"CA"
"SOUTHWEST INTERFACE SOLUTIONS",4,33.46844375,-104.43009902,"NM"
"SOUTHWESTERN DAKOTAH INC",4,32.08258,-112.071346,"AZ"
"SPE SYSTEMS, INC.",4,34.578267,-112.441711,"AZ"
"SPRINGFIELD NEIGHBORHOOD HOUSING SERVICES, INC.",4,42.11168372,-72.56001108,"MA"
"ST CLAIR COUNTY HOUSING AUTHORITY",4,38.616323,-90.127662,"IL"
"ST. AMBROSE UNIVERSITY",4,41.53827084,-90.58019405,"IA"
"ST. LOUIS COLLEGE OF PHARMACY",4,38.63716723,-90.26040883,"MO"
"STATE UNIVERSITY OF NEW YORK",4,42.672211,-74.500211,"NY"
"STILLWATER HOUSING AUTHORITY, INC",4,36.113401,-97.05593899,"OK"
"STRUCTURED MATERIALS INDUSTRIES, INC.",4,40.5577623,-74.48226162,"NJ"
"SULLIVAN, COUNTY OF",4,43.29152099,-72.317473,"NH"
"SUN, SAND & GRAVEL, INC.",4,43.22764599,-123.364048,"OR"
"T.H.R. ENTERPRISES, INC.",4,34.66956599,-77.33141299,"NC"
"TAPCO CONSTRUCTION, LLC",4,35.20595185,-101.82451448,"TX"
"TAYLOR TETER PARTNERSHIP",4,36.84665599,-119.80873042,"CA"
"TED FRANK CONSTRUCTION & TRUCKING, INC.",4,45.51550237,-88.9241725,"WI"
"TELLER COUNTY SCHOOL DISTRICT 1",4,38.78323,-105.199219,"CO"
"TENNILLE HOUSING AUTHORITY",4,32.94088769,-82.80479783,"GA"
"TEX-TECH INDUSTRIES, INC.",4,44.27412,-70.02539534,"ME"
"TEXAS MIGRANT COUNCIL INC",4,27.54324204,-99.48291807,"TX"
"TEXAS SOLAR POWER COMPANY",4,34.955101,-102.105613,"TX"
"TIDEWATER PRESERVATION, INC",4,37.979937,-76.759689,"VA"
"TJC ENGINEERING, INC.",4,37.974188,-87.568279,"IN"
"TMAD TAYLOR & GAINES",4,32.90479264,-117.1126619,"CA"
"TOPASOL LLC",4,38.09005863,-84.49431485,"KY"
"TOTAL SOLUTIONS, INC.",4,39.01337896,-94.51113098,"MO"
"TOWN OYSTER BAY HOUSING AUTHORITY",4,40.782081,-73.47820799,"NY"
"TRAFFIC ANALYSIS & DESIGN, INC.",4,41.7231101,-88.40188492,"IL"
"TREE TRUST",4,44.99919333,-93.29729902,"MN"
"TRI-COUNTY CHILD AND FAMILY DEVELOPMENT COUNCIL INC",4,42.51042407,-92.33266057,"IA"
"TRIANGULAR ASCENSION, LLC",4,36.866239,-76.389568,"VA"
"TRINITY INTERNATIONAL UNIVERSITY",4,42.20017625,-87.88158463,"IL"
"TRINITY THERMAL SYSTEMS, LP",4,33.905731,-98.523773,"TX"
"TROY, TOWN OF",4,44.9954039,-72.40511551,"VT"
"TUSAAR INC.",4,40.00710306,-105.26211547,"CO"
"ULSTER, COUNTY OF",4,41.91774778,-74.01669949,"NY"
"UNION CITY, CITY OF INC",4,37.588844,-122.027588,"CA"
"UNITED COMMUNITY HEALTH CENTER INC",4,42.64750982,-95.20929214,"IA"
"UNITED KEETOOWAH CHEROKEE COUNCIL",4,35.89177958,-94.97728128,"OK"
"UNITED WAY OF CENTRAL AND SOUTHERN UTAH",4,40.23492173,-111.66042453,"UT"
"UNIVERSITY OF LOUISIANA AT MONROE",4,32.52826982,-92.0756089,"LA"
"URBAN VENTURES LEADERSHIP FOUNDATION",4,44.949179,-93.270299,"MN"
"VALANT PAINTING INC",4,28.28816198,-80.60801104,"FL"
"VERNON PARISH HOUSING AUTHORITY",4,31.02855606,-93.24679961,"LA"
"VUELOGIC, LLC",4,33.92215967,-84.33596222,"GA"
"W. W. HOLDING TECHNICAL INSTITUTE FOUNDATION, INC.",4,35.65086346,-78.70392204,"NC"
"W.L. CONTRACTING INC.",4,45.81147299,-88.060171,"MI"
"WABASH AREA DEVELOPMENT INC",4,38.089851,-88.31715099,"IL"
"WAELER, CITY OF HOUSING AUTHORITY",4,29.720093,-97.306419,"TX"
"WALTON, COUNTY OF",4,30.78289101,-86.1047317,"FL"
"WAM INDUSTRIES, INCORPORATED",4,30.973795,-83.206633,"GA"
"WARWICK SCHOOL DISTRICT 29",4,47.85728899,-98.71196539,"ND"
"WASHINGTON COUNTY (INC)",4,32.98295445,-82.8122519,"GA"
"WATERTOWN, CITY OF",4,44.912855,-97.114106,"SD"
"WATSON, CITY OF",4,45.028858,-95.838526,"MN"
"WEBCOAT, INC.",4,37.588006,-86.553881,"KY"
"WEST HARTFORD, TOWN OF",4,41.75861801,-72.74146195,"CT"
"WESTERN NC COMMUNITY HEALTH SERVICES INC",4,35.58582449,-82.55191416,"NC"
"WESTERN SCHOOL OF HEALTH & BUSINESS CAREERS, INC",4,40.44264009,-79.99596001,"PA"
"WHITE PLAINS, CITY OF",4,41.03321,-73.765059,"NY"
"WILLIAM D & PATRICIA SCHWENKER",4,39.405858,-88.804558,"IL"
"WILLIAM E. MUNSON COMPANY",4,48.471291,-122.403785,"WA"
"WILSON, S M EXCAVATING INC",4,42.876067,-71.950949,"NH"
"WIND RIVER HEALTH SYSTEMS",4,43.028646,-108.37565999,"WY"
"WINDLIFT, LLC",4,35.8953046,-78.74541563,"NC"
"WINGATE UNIVERSITY",4,34.98692439,-80.44436873,"NC"
"WINN CONSTRUCTION COMPANY",4,41.24332448,-95.97300942,"NE"
"WINONA STATE UNIVERSITY",4,44.05319799,-91.68032899,"MN"
"WORTHINGTON, CITY OF (INC)",4,43.6292618,-95.58859422,"MN"
"YOUNG WOMEN'S CHRISTIAN ASSOCIATION OF METROPOLITAN ST LOUIS",4,38.63693635,-90.24067684,"MO"
"YUKON-KUSKOKWIM HEALTH CORPORATION",4,61.490804,-156.683203,"AK"
"MURRAY INDEPENDENT SCHOOL DISTRICT",3.99,36.6081195,-88.31647248,"KY"
"ASRC CIVIL CONSTRUCTION, LLC",3.99,61.24614699,-149.80629699,"AK"
"PATHSTONE CORPORATION",3.98,43.154684,-77.592926,"NY"
"DURHAM'S PARTNERSHIP FOR CHILDREN",3.98,35.96938853,-78.87716024,"NC"
"FAMILY HEALTHCARE NETWORK",3.98,36.05156919,-119.04354676,"CA"
"WOMEN & INFANTS HOSPITAL OF RHODE ISLAND",3.98,41.81032699,-71.410678,"RI"
"CITY OF SALEM",3.97,44.94027315,-123.05927042,"OR"
"WATSONVILLE, CITY OF",3.97,36.90847601,-121.75484429,"CA"
"CHOCTAW HOUSING AUTHORITY LIMITED PARTNERSHIP #1",3.96,32.7227576,-89.3149247,"MS"
"ENGINUITY SYSTEMS LLC",3.96,47.26303541,-122.44474221,"WA"
"HOUSING AUTHORITY, VICKSBURG CITY",3.96,32.38750691,-90.86198236,"MS"
"PANGEA INC",3.96,35.251381,-93.166913,"AR"
"BILLY G THOMAS",3.95,35.40226,-86.056854,"TN"
"HOUSING AUTHORITY OF DENISON",3.95,33.718414,-96.48542299,"TX"
"HOUSING COMMISSION OF ANNE ARUNDEL COUNTY",3.95,39.13957669,-76.59192492,"MD"
"KICKAPOO TRADITIONAL TRIBE OF TEXAS",3.95,28.7601215,-100.50901702,"TX"
"MID COLUMBIA CHILDREN'S COUNCIL, INC",3.95,45.71139104,-121.49965995,"OR"
"IMPERIAL, COUNTY (INC)",3.95,32.713327,-115.465088,"CA"
"PUBLIC HEALTH, IOWA DEPARTMENT OF",3.95,41.592856,-93.600058,"IA"
"SPECTRUM HEALTH SERVICES, INC.",3.94,39.96563799,-75.23221199,"PA"
"INTERNATIONAL COMMUNITY HEALTH SERVICES",3.94,47.59647357,-122.32245458,"WA"
"ADMINISTRATIVE SERVICES, OHIO DEPARTMENT OF",3.93,39.96268091,-82.99937184,"OH"
"AMERICAN ELECTRIC POWER SERVICE CORPORATION",3.93,39.96503714,-83.00541529,"OH"
"E D P COLLEGE OF PR INC",3.93,18.45343856,-66.07880323,"PR"
"WASHINGTON, CITY OF",3.93,40.17252141,-80.24511235,"PA"
"APPLIED THIN FILMS, INC.",3.92,42.04996617,-87.68469397,"IL"
"BABYLON, TOWN OF INC",3.92,40.70520615,-73.37490842,"NY"
"COMMUNITY ACTION ORGANIZATION",3.92,45.52067991,-123.0006851,"OR"
"FATHER FLANAGAN'S BOY'S HOME INC",3.92,41.26373009,-95.95573344,"NE"
"KIAMICHI FAMILY MEDICAL CENTER",3.92,34.394203,-94.925059,"OK"
"BEYER BLINDER BELLE, ARCHITECTS AND PLANNERS, LLP",3.91,38.90525807,-77.06660736,"DC"
"MINNESOTA ENVIRONMENTAL INITIATIVE, INC.",3.91,44.98544901,-93.26916791,"MN"
"MUNICIPALITY OF CABO ROJO",3.91,18.08499,-67.150045,"PR"
"STEVENS INSTITUTE OF TECHNOLOGY (INC)",3.91,40.74811134,-74.02544692,"NJ"
"UNIVERSITY OF CALIFORNIA, MERCED",3.91,37.36497027,-120.43212862,"CA"
"COUNTY OF SPOKANE",3.9,47.648376,-117.417055,"WA"
"BOYDTON COMMUNITY HEALTH FACILITY INC",3.9,36.66390154,-78.38819612,"VA"
"CLAY COUNTY PRIMARY CARE CENTER INC",3.9,38.47374639,-81.07487012,"WV"
"MADISON COMMUNITY HEALTH CENTER, INC.",3.9,43.04235524,-89.39413756,"WI"
"NW3C, INC",3.9,39.42977183,-80.19654413,"WV"
"SENESCO MARINE LLC",3.9,41.58889968,-71.41930301,"RI"
"VIDALIA, CITY OF",3.9,32.21747232,-82.40965514,"GA"
"BROOKLINE, TOWN OF (INC)",3.89,42.34082826,-71.11638145,"MA"
"HOUSING AUTHORITY OF MIDDLESBORO",3.89,36.614302,-83.726151,"KY"
"MASSENA HOUSING AUTHORITY",3.89,44.92837743,-74.87060686,"NY"
"SURVEYING SERVICES INC",3.89,34.027027,-106.919879,"NM"
"BEAVER, COUNTY OF",3.88,40.75118082,-80.32095461,"PA"
"CHIPLEY HOUSING AUTHORITY",3.88,30.78640071,-85.54571147,"FL"
"LIVINGSTON CITY OF HOUSING AUTHORITY",3.88,30.718062,-94.939634,"TX"
"PREFERRED TECH",3.88,41.118547,-95.92216699,"NE"
"ALABAMA HOUSING FINANCE AUTHORITY",3.87,32.364547,-86.16576,"AL"
"EAST CLEVELAND, CITY OF",3.87,41.52985747,-81.58170757,"OH"
"HEALTH, INDIANA DEPARTMENT OF",3.87,40.47180339,-86.88507095,"IN"
"MCINTOSH TRAIL EARLY CHILDHOOD DEVELOPMENT COUNCIL INC, THE",3.87,33.30070099,-83.948579,"GA"
"RUTLAND HOUSING AUTHORITY INC",3.87,43.59823599,-72.983379,"VT"
"INTELLIGENT AUTOMATION, INC",3.86,39.10654324,-77.14920742,"MD"
"CODMAN SQUARE HEALTH CENTER, INC",3.85,42.28934644,-71.07135602,"MA"
"FORT COLLINS, CITY OF",3.85,40.526768,-105.051777,"CO"
"H. M. KERN CORPORATION",3.85,36.08531354,-79.97364328,"NC"
"MERIDIAN AIRPORT AUTHORITY",3.85,32.356229,-88.739626,"MS"
"SAVANNAH, CITY OF",3.85,32.02298041,-81.11249529,"GA"
"WHITESBURG HOUSING AUTHORITY",3.85,37.12095474,-82.83623764,"KY"
"NATURAL RESOURCES, COLORADO DEPARTMENT OF",3.84,38.798942,-107.720703,"CO"
"DELANO, CITY OF",3.84,35.77121973,-119.24420799,"CA"
"HOUSING AUTHORITY OF THE THE CITY OF LIVE OAK",3.84,30.30039293,-82.97049885,"FL"
"SAN JOSE STATE UNIVERSITY FOUNDATION INC",3.84,37.34094136,-121.88938387,"CA"
"SMART CHOICES FOR YOUTH",3.84,35.715866,-77.895872,"NC"
"UNIVERSITY OF MISSISSIPPI",3.84,34.365284,-89.538247,"MS"
"HARBOR HOMES, INC.",3.83,42.76041151,-71.46720774,"NH"
"LOS ANGELES COMMUNITIES ADVOCATING FOR UNITY, SOCIAL JUSTICE, AND ACTION, INC.",3.83,34.01505065,-118.15525492,"CA"
"ONEIDA TRIBE OF INDIANS OF WISCONSIN",3.83,44.523504,-88.158434,"WI"
"WESTERN ILLINOIS UNIVERSITY INC",3.83,40.4626436,-90.6817799,"IL"
"AVONDALE, CITY OF",3.83,33.44299286,-112.30577644,"AZ"
"BLOODCENTER OF WISCONSIN, INC.",3.82,43.03801499,-87.93542099,"WI"
"FAMILY HEALTH SERVICES CORPORATION",3.82,42.5981977,-114.75239511,"ID"
"CORRECTIONS, MINNESOTA DEPARTMENT OF",3.82,46.78289003,-92.10541536,"MN"
"FAMILY MEDICAL CENTER OF MICHIGAN INC",3.82,42.05612403,-83.37954586,"MI"
"MEDFORD, CITY OF",3.82,42.418597,-71.105842,"MA"
"NORMANDEAU ASSOCIATES, INC.",3.82,44.733714,-122.150677,"OR"
"RIVERSIDE COUNTY DEPT OF PUBLIC HEALTH",3.82,33.91633886,-117.46086437,"CA"
"VISITING NURSE ASSOCIATION OF CENTRAL JERSEY COMMUNITY HEALT",3.82,40.2261463,-74.01039634,"NJ"
"AURORA HOUSING AUTHORITY",3.81,41.766557,-88.355213,"IL"
"NAMPA HOUSING AUTHORITY INC",3.81,43.5767292,-116.54874419,"ID"
"UNITED WAY OF WYANDOTTE COUNTY INC",3.81,39.1235024,-94.61605202,"KS"
"YESHIVA KEHILATH YAKOV INC",3.81,40.70213043,-73.95893515,"NY"
"TOWN OF PROVINCETOWN",3.8,42.059301,-70.178879,"MA"
"4POWER LLC",3.8,42.77186814,-71.24988886,"NH"
"CHAPEL HILL, TOWN OF (INC)",3.8,35.91651,-79.056802,"NC"
"COVENANT COMMUNITY CARE, INC.",3.8,42.32449699,-83.09048799,"MI"
"EAST CHICAGO, CITY OF",3.8,41.63125603,-87.48043271,"IN"
"FOSS MARITIME COMPANY",3.8,46.08880627,-122.92972878,"OR"
"GREEN BAY, CITY OF",3.8,44.51658415,-88.00216687,"WI"
"HORIZON HEALTH SERVICES INC",3.8,37.03604714,-77.0945199,"VA"
"KGCI INC",3.8,41.384572,-72.91631714,"CT"
"METROPARK DISTRICT OF THE TOLEDO AREA",3.8,41.67679691,-83.66444911,"OH"
"SCHOOLEY CALDWELL ASSOCIATES, INC",3.8,39.96805887,-83.00515448,"OH"
"SOUTHERN CAROLINA REGIONAL DEVELOPMENT ALLIANCE",3.8,33.24269659,-81.4570957,"SC"
"WELSH MOUNTAIN MEDICAL AND DENTAL CENTER INC",3.8,40.07100426,-76.01769211,"PA"
"FARGO, CITY OF",3.79,46.87870114,-96.78509721,"ND"
"MODEL CITIES HEALTH CORP OF KANSAS CITY",3.79,39.03512017,-94.53306894,"MO"
"REED INSTITUTE, THE",3.78,45.48155941,-122.63078496,"OR"
"HOUSING AUTHORITY OF THE CITY OF TACOMA",3.78,47.25386054,-122.45363699,"WA"
"CENTRAL TEXAS 4C, INC",3.77,31.10223891,-97.34226839,"TX"
"BLUE RIDGE INDEPENDENT LIVING CENTER INC",3.76,37.28511494,-79.93291429,"VA"
"CARINGFAMILY, LLC",3.76,40.09849653,-105.32737946,"CO"
"E.Z. MECHANICAL, INC.",3.76,29.529228,-98.285184,"TX"
"BAY ELECTRIC CO., INC.",3.75,37.242502,-77.344516,"VA"
"CAROLINA FAMILY HEALTH CENTERS INC",3.75,35.724584,-77.90765,"NC"
"CHICAGO STATE UNIVERSITY",3.75,41.72178322,-87.61412356,"IL"
"DAVID MILLER & ASSOCIATES, INC.",3.75,32.083157,-81.099269,"GA"
"FORT BEND, COUNTY OF",3.75,29.58224499,-95.761087,"TX"
"FULTON ATLANTA COMMUNITY ACTION AUTHORITY INC",3.75,33.82464619,-84.34734764,"GA"
"HOUSING AUTHORITY OF CITY OF DU BOIS",3.75,41.11119831,-78.73338808,"PA"
"HOUSING AUTHORITY OF PULASKI COUNTY",3.75,37.11454193,-89.190581,"IL"
"IDEALS INC",3.75,32.772231,-114.379707,"AZ"
"ILLINOIS STATE UNIVERSITY",3.75,40.52235899,-89.009057,"IL"
"MARSHFIELD CLINIC",3.75,44.67912267,-90.17558583,"WI"
"NEW SQUARE COMMUNITY IMPROVEMENT COUNCIL INC",3.75,41.14180001,-74.03365281,"NY"
"SOUTH DAKOTA DEPARTMENT OF MILITARY AND VETERANS AFFAIRS",3.75,44.08214195,-103.26588403,"SD"
"CLEARFUELS TECHNOLOGY INC.",3.74,39.805484,-104.937159,"CO"
"COASTAL FAMILY HEALTH CENTER",3.74,46.1885648,-123.81780166,"OR"
"FRANKLIN COUNTY HOUSING AUTHORITY",3.74,37.89619134,-88.92527359,"IL"
"OCALA, CITY OF",3.74,29.18406401,-82.13505903,"FL"
"THE HOUSING AUTHORITY OF THE TOWN OF MOUNT AIRY",3.74,36.49353946,-80.61083944,"NC"
"UNIVERSITY OF NORTHERN COLORADO",3.74,40.40606509,-104.68565814,"CO"
"BLACK HILLS STATE UNIVERSITY",3.73,44.49567713,-103.87036331,"SD"
"SODERBERG CO INC",3.73,44.3366118,-68.05687956,"ME"
"EAGLE RIDGE INSTITUTE INC",3.72,35.44749993,-97.57537666,"OK"
"JICARILLA APACHE HOUSING AUTHORITY",3.72,37.00003536,-107.2510189,"NM"
"MOREHEAD STATE UNIVERSITY",3.72,38.18440499,-83.434405,"KY"
"RESIDENTIAL FACILITY",3.72,42.67848,-91.923351,"IA"
"OUTSIDE IN",3.72,45.51790076,-122.68665859,"OR"
"VISTAS CONSTRUCTION OF ILLINOIS, INC.",3.72,41.538524,-87.686327,"IL"
"CENTRAL MICHIGAN UNIVERSITY (INC)",3.71,43.58472799,-84.774513,"MI"
"UNIVERSITY OF CENTRAL FLORIDA",3.71,28.59671379,-81.20397942,"FL"
"AMHERST MADISON, INC",3.7,39.246566,-81.65042599,"WV"
"CAMPBELLSVILLE HOUSING & REDEVELOPMENT AUTHORITY",3.7,37.35201175,-85.33822308,"KY"
"CEN-CLEAR CHILD SERVICES, INC",3.7,40.90951087,-78.24109716,"PA"
"COAL COUNTRY COMMUNITY HEALTH CENTER",3.7,47.27554304,-101.78312713,"ND"
"COMMUNITY HEALTH CENTER OF THE BLACK HILLS, INC.",3.7,44.09305524,-103.21200514,"SD"
"COMMUNITY HEALTH CLINIC OLE",3.7,38.32092358,-122.29210028,"CA"
"COMMUNITY HEALTH CLINICS, INC.",3.7,43.579031,-116.561109,"ID"
"EASTCONN (INC)",3.7,41.771934,-72.08497099,"CT"
"GUNTERSVILLE HOUSING AUTHORITY, THE",3.7,34.34553517,-86.28362601,"AL"
"HENDRY, COUNTY OF",3.7,26.75888138,-81.43739709,"FL"
"KAWERAK INC",3.7,64.50219744,-165.41766408,"AK"
"MUSKINGUM VALLEY HEALTH CENTERS",3.7,39.95328128,-82.01305173,"OH"
"PHENIX CITY POLICE DEPARTMENT",3.7,32.46782232,-85.00089946,"AL"
"PRIMARY HEALTH SERVICES CENTER",3.7,32.51875793,-92.08893518,"LA"
"RFCUNY - YORK COLLEGE",3.7,40.70247113,-73.79555526,"NY"
"RHODE ISLAND NATURAL HISTORY SURVEY",3.7,41.48978299,-71.526148,"RI"
"SIMI VALLEY, CITY OF",3.7,34.28617725,-118.81163943,"CA"
"WRIGHT, COUNTY OF",3.7,45.17322685,-93.87747218,"MN"
