"","id","lnw","exper","ged","postexp","black","hispanic","hgc","hgc.9","uerate","ue.7","ue.centert1","ue.mean","ue.person.cen","ue1"
"1543","1543  ",1.81,5.349,"0  ",0,"0  ","0  ","9  ",0,8.2,1.2,-0.8,8.158,0.042,9
"1569","1569  ",1.828,1.976,"1  ",1.976,"0  ","0  ","10  ",1,5.795,-1.205,0,6.376,-0.581,5.795
"1569","1569  ",2.32,4.513,"1  ",4.513,"0  ","0  ","10  ",1,4.995,-2.005,-0.8,6.376,-1.381,5.795
"1569","1569  ",2.012,5.275,"1  ",5.275,"0  ","0  ","10  ",1,6.395,-0.605,0.6,6.376,0.019,5.795
"1569","1569  ",1.972,6.391,"1  ",6.391,"0  ","0  ","10  ",1,8,1,2.205,6.376,1.624,5.795
"1569","1569  ",1.976,7.717,"1  ",7.717,"0  ","0  ","10  ",1,6.695,-0.305,0.9,6.376,0.319,5.795
"1578","1578  ",1.699,1.39,"0  ",0,"0  ","0  ","10  ",1,4.995,-2.005,0,5.555,-0.56,4.995
"1578","1578  ",1.789,2.205,"0  ",0,"0  ","0  ","10  ",1,5.895,-1.105,0.9,5.555,0.34,4.995
"1578","1578  ",2.326,3.186,"0  ",0,"0  ","0  ","10  ",1,5.095,-1.905,0.1,5.555,-0.46,4.995
"1578","1578  ",2.353,6.881,"0  ",0,"0  ","0  ","10  ",1,6.295,-0.705,1.3,5.555,0.74,4.995
"1578","1578  ",2.1,8.791,"0  ",0,"0  ","0  ","10  ",1,5.495,-1.505,0.5,5.555,-0.06,4.995
"1580","1580  ",1.645,0.32,"0  ",0,"0  ","0  ","9  ",0,5.895,-1.105,0,6.463,-0.568,5.895
"1580","1580  ",1.892,1.063,"0  ",0,"0  ","0  ","9  ",0,6.395,-0.605,0.5,6.463,-0.068,5.895
"1580","1580  ",1.899,2.064,"0  ",0,"0  ","0  ","9  ",0,7.9,0.9,2.005,6.463,1.437,5.895
"1580","1580  ",2.081,2.929,"0  ",0,"0  ","0  ","9  ",0,6.463,NA,0.568,6.463,0,5.895
"1580","1580  ",2.377,3.967,"0  ",0,"0  ","0  ","9  ",0,6.395,-0.605,0.5,6.463,-0.068,5.895
"1580","1580  ",2.585,5.102,"0  ",0,"0  ","0  ","9  ",0,8,1,2.105,6.463,1.537,5.895
"1580","1580  ",2.401,6.39,"0  ",0,"0  ","0  ","9  ",0,6.695,-0.305,0.8,6.463,0.232,5.895
"1580","1580  ",2.333,7.583,"0  ",0,"0  ","0  ","9  ",0,6.295,-0.705,0.4,6.463,-0.168,5.895
"1580","1580  ",2.511,8.64,"0  ",0,"0  ","0  ","9  ",0,5.095,-1.905,-0.8,6.463,-1.368,5.895
"1580","1580  ",2.486,9.467,"0  ",0,"0  ","0  ","9  ",0,5.495,-1.505,-0.4,6.463,-0.968,5.895
"1595","1595  ",1.63,1.252,"0  ",0,"0  ","0  ","10  ",1,7.6,0.6,0,8.479,-0.879,7.6
"1595","1595  ",2.945,2.102,"0  ",0,"0  ","0  ","10  ",1,10,3,2.4,8.479,1.521,7.6
"1595","1595  ",1.892,3.082,"0  ",0,"0  ","0  ","10  ",1,10.6,3.6,3,8.479,2.121,7.6
"1595","1595  ",2.23,4.582,"0  ",0,"0  ","0  ","10  ",1,5.695,-1.305,-1.905,8.479,-2.784,7.6
"1595","1595  ",1.702,5.255,"0  ",0,"0  ","0  ","10  ",1,8.5,1.5,0.9,8.479,0.021,7.6
"1627","1627  ",1.198,0.52,"1  ",0.52,"0  ","0  ","10  ",1,10.6,3.6,0,7.943,2.657,10.6
"1627","1627  ",1.279,0.732,"1  ",0.732,"0  ","0  ","10  ",1,8.8,1.8,-1.8,7.943,0.857,10.6
"1627","1627  ",1.531,1.713,"1  ",1.713,"0  ","0  ","10  ",1,9.2,2.2,NA,7.943,1.257,10.6
"1627","1627  ",1.605,2.787,"1  ",2.787,"0  ","0  ","10  ",1,9.8,2.8,-0.8,7.943,1.857,10.6
"1627","1627  ",1.749,3.539,"1  ",3.539,"0  ","0  ","10  ",1,9.7,2.7,-0.9,7.943,1.757,10.6
"1627","1627  ",2.113,4.885,"1  ",4.885,"0  ","0  ","10  ",1,5.295,-1.705,-5.305,7.943,-2.648,10.6
"1627","1627  ",2.248,5.769,"1  ",5.769,"0  ","0  ","10  ",1,4.595,-2.405,-6.005,7.943,-3.348,10.6
"1627","1627  ",1.53,6.109,"1  ",6.109,"0  ","0  ","10  ",1,4.995,-2.005,NA,7.943,-2.948,10.6
"1627","1627  ",1.618,7.087,"1  ",7.087,"0  ","0  ","10  ",1,8.5,1.5,-2.1,7.943,0.557,10.6
"1663","1663  ",2.58,0.22,"0  ",0,"0  ","1  ","11  ",2,10.1,3.1,0,7.699,2.401,10.1
"1663","1663  ",2.014,1.063,"1  ",0,"0  ","1  ","11  ",2,7.9,0.9,-2.2,7.699,0.201,10.1
"1663","1663  ",1.792,2.651,"1  ",1.588,"0  ","1  ","11  ",2,5.895,-1.105,-4.205,7.699,-1.804,10.1
"1663","1663  ",1.752,2.731,"1  ",1.668,"0  ","1  ","11  ",2,6.9,-0.1,-3.2,7.699,-0.799,10.1
"1667","1667  ",1.995,0.72,"0  ",0,"0  ","0  ","8  ",-1,7.9,0.9,0,6.254,1.646,7.9
"1667","1667  ",1.936,1.32,"0  ",0,"0  ","0  ","8  ",-1,6.495,-0.505,-1.405,6.254,0.241,7.9
"1667","1667  ",2.195,2.493,"0  ",0,"0  ","0  ","8  ",-1,5.995,-1.005,-1.905,6.254,-0.259,7.9
"1667","1667  ",2.155,3.474,"0  ",0,"0  ","0  ","8  ",-1,6.195,-0.805,-1.705,6.254,-0.059,7.9
"1667","1667  ",2.192,4.897,"0  ",0,"0  ","0  ","8  ",-1,4.395,-2.605,-3.505,6.254,-1.859,7.9
"1667","1667  ",2.676,6.801,"0  ",0,"0  ","0  ","8  ",-1,5.895,-1.105,-2.005,6.254,-0.359,7.9
"1667","1667  ",2.596,7.705,"0  ",0,"0  ","0  ","8  ",-1,6.9,-0.1,-1,6.254,0.646,7.9
"1672","1672  ",1.63,0.22,"0  ",0,"0  ","0  ","9  ",0,6.9,-0.1,0,7.111,-0.211,6.9
"1672","1672  ",1.71,0.641,"0  ",0,"0  ","0  ","9  ",0,8.6,1.6,1.7,7.111,1.489,6.9
"1672","1672  ",1.786,1.091,"0  ",0,"0  ","0  ","9  ",0,10.1,3.1,3.2,7.111,2.989,6.9
"1672","1672  ",2.593,2.036,"1  ",0,"0  ","0  ","9  ",0,7.9,0.9,1,7.111,0.789,6.9
"1672","1672  ",2.665,3.556,"1  ",1.52,"0  ","0  ","9  ",0,6.195,-0.805,-0.705,7.111,-0.916,6.9
"1672","1672  ",2.796,4.883,"1  ",2.847,"0  ","0  ","9  ",0,4.395,NA,-2.505,7.111,-2.716,6.9
"1672","1672  ",2.14,6.301,"1  ",4.265,"0  ","0  ","9  ",0,5.895,-1.105,-1.005,7.111,-1.216,6.9
"1672","1672  ",2.129,7.185,"1  ",5.149,"0  ","0  ","9  ",0,6.9,-0.1,0,7.111,-0.211,6.9
"1679","1679  ",1.943,0.365,"1  ",0,"0  ","0  ","10  ",1,5.695,-1.305,0,5.695,0,5.695
"1682","1682  ",2.3,1.24,"1  ",0,"0  ","0  ","11  ",2,6.9,-0.1,0,5.68,1.22,6.9
"1682","1682  ",2.012,4.899,"1  ",3.659,"0  ","0  ","11  ",2,5.995,NA,-0.905,5.68,0.315,6.9
"1682","1682  ",3.541,6.274,"1  ",5.034,"0  ","0  ","11  ",2,6.195,-0.805,-0.705,5.68,0.515,6.9
"1682","1682  ",2.911,7.197,"1  ",5.957,"0  ","0  ","11  ",2,4.395,-2.605,-2.505,5.68,-1.285,6.9
"1682","1682  ",2.913,8.005,"1  ",6.765,"0  ","0  ","11  ",2,3.695,-3.305,-3.205,5.68,-1.985,6.9
"1682","1682  ",2.47,9.505,"1  ",8.265,"0  ","0  ","11  ",2,6.9,-0.1,0,5.68,1.22,6.9
"1687","1687  ",1.663,0.688,"0  ",0,"1  ","0  ","10  ",1,5.395,-1.605,0,5.345,0.05,5.395
"1687","1687  ",1.261,0.825,"0  ",0,"1  ","0  ","10  ",1,5.295,-1.705,-0.1,5.345,-0.05,5.395
"1692","1692  ",1.604,0.68,"0  ",0,"0  ","1  ","11  ",2,6.195,-0.805,0,3.928,2.267,6.195
"1692","1692  ",1.75,1.52,"0  ",0,"0  ","1  ","11  ",2,4.695,-2.305,-1.5,3.928,0.767,6.195
"1692","1692  ",1.819,2.16,"0  ",0,"0  ","1  ","11  ",2,4.195,-2.805,-2,3.928,0.267,6.195
"1692","1692  ",2.104,3.333,"0  ",0,"0  ","1  ","11  ",2,4.195,-2.805,-2,3.928,0.267,6.195
"1692","1692  ",2.274,4.352,"0  ",0,"0  ","1  ","11  ",2,3.295,-3.705,-2.9,3.928,-0.633,6.195
"1692","1692  ",2.375,4.812,"0  ",0,"0  ","1  ","11  ",2,2.895,-4.105,-3.3,3.928,-1.033,6.195
"1692","1692  ",1.66,5.272,"0  ",0,"0  ","1  ","11  ",2,2.495,-4.505,-3.7,3.928,-1.433,6.195
"1692","1692  ",2.398,5.982,"0  ",0,"0  ","1  ","11  ",2,2.595,-4.405,-3.6,3.928,-1.333,6.195
"1692","1692  ",2.312,6.007,"0  ",0,"0  ","1  ","11  ",2,4.795,-2.205,-1.4,3.928,0.867,6.195
"1693","1693  ",1.783,1.14,"0  ",0,"0  ","1  ","10  ",1,4.695,-2.305,NA,3.645,1.05,4.695
"1693","1693  ",1.841,1.948,"0  ",0,"0  ","1  ","10  ",1,4.195,-2.805,-0.5,3.645,0.55,4.695
"1693","1693  ",1.988,2.928,"0  ",0,"0  ","1  ","10  ",1,4.195,-2.805,-0.5,3.645,0.55,4.695
"1693","1693  ",2.121,4.255,"0  ",0,"0  ","1  ","10  ",1,3.295,-3.705,-1.4,3.645,-0.35,4.695
"1693","1693  ",2.365,5.602,"0  ",0,"0  ","1  ","10  ",1,2.895,-4.105,-1.8,3.645,-0.75,4.695
"1693","1693  ",2.449,6.698,"0  ",0,"0  ","1  ","10  ",1,2.495,-4.505,NA,3.645,-1.15,4.695
"1693","1693  ",2.303,7.332,"0  ",0,"0  ","1  ","10  ",1,2.595,-4.405,-2.1,3.645,-1.05,4.695
"1693","1693  ",1.752,7.952,"0  ",0,"0  ","1  ","10  ",1,4.795,-2.205,0.1,3.645,1.15,4.695
"1695","1695  ",1.476,0.735,"0  ",0,"0  ","1  ","8  ",-1,10.1,3.1,0,6.552,3.548,10.1
"1695","1695  ",1.499,1.85,"0  ",0,"0  ","1  ","8  ",-1,7.9,0.9,-2.2,6.552,1.348,10.1
"1695","1695  ",1.714,2.07,"0  ",0,"0  ","1  ","8  ",-1,6.495,-0.505,NA,6.552,-0.057,10.1
"1695","1695  ",1.433,2.77,"0  ",0,"0  ","1  ","8  ",-1,5.995,-1.005,-4.105,6.552,-0.557,10.1
"1695","1695  ",1.644,3.53,"0  ",0,"0  ","1  ","8  ",-1,6.195,-0.805,-3.905,6.552,-0.357,10.1
"1695","1695  ",1.707,4.89,"0  ",0,"0  ","1  ","8  ",-1,4.395,-2.605,-5.705,6.552,-2.157,10.1
"1695","1695  ",1.66,5.23,"0  ",0,"0  ","1  ","8  ",-1,3.695,-3.305,-6.405,6.552,-2.857,10.1
"1695","1695  ",1.386,5.33,"0  ",0,"0  ","1  ","8  ",-1,4.995,-2.005,-5.105,6.552,-1.557,10.1
"1695","1695  ",1.464,5.37,"0  ",0,"0  ","1  ","8  ",-1,9.2,2.2,-0.9,6.552,2.648,10.1
"1731","1731  ",2.028,0.38,"1  ",0.38,"0  ","0  ","9  ",0,7.6,0.6,0,5.741,1.859,7.6
"1731","1731  ",1.485,1.14,"1  ",1.14,"0  ","0  ","9  ",0,8.6,1.6,1,5.741,2.859,7.6
"1731","1731  ",2.155,1.934,"1  ",1.934,"0  ","0  ","9  ",0,6.395,-0.605,-1.205,5.741,0.654,7.6
"1731","1731  ",1.885,2.934,"1  ",2.934,"0  ","0  ","9  ",0,6.295,-0.705,NA,5.741,0.554,7.6
"1731","1731  ",1.932,4.049,"1  ",4.049,"0  ","0  ","9  ",0,5.395,-1.605,-2.205,5.741,-0.346,7.6
"1731","1731  ",2.375,5.53,"1  ",5.53,"0  ","0  ","9  ",0,4.595,-2.405,-3.005,5.741,-1.146,7.6
"1731","1731  ",2.13,6.299,"1  ",6.299,"0  ","0  ","9  ",0,3.795,NA,-3.805,5.741,-1.946,7.6
"1731","1731  ",2.303,7.469,"1  ",7.469,"0  ","0  ","9  ",0,3.495,-3.505,-4.105,5.741,-2.246,7.6
"1731","1731  ",2.358,8.45,"1  ",8.45,"0  ","0  ","9  ",0,5.495,-1.505,-2.105,5.741,-0.246,7.6
"1741","1741  ",1.714,0.828,"0  ",0,"0  ","0  ","9  ",0,6.395,-0.605,0,5.066,1.329,6.395
"1741","1741  ",1.433,1.323,"0  ",0,"0  ","0  ","9  ",0,6.295,-0.705,-0.1,5.066,1.229,6.395
"1741","1741  ",1.788,2.458,"0  ",0,"0  ","0  ","9  ",0,5.395,NA,-1,5.066,0.329,6.395
"1741","1741  ",1.707,3.746,"0  ",0,"0  ","0  ","9  ",0,4.595,-2.405,-1.8,5.066,-0.471,6.395
"1741","1741  ",1.437,4.631,"0  ",0,"0  ","0  ","9  ",0,3.795,-3.205,-2.6,5.066,-1.271,6.395
"1741","1741  ",2.131,5.996,"0  ",0,"0  ","0  ","9  ",0,3.495,-3.505,-2.9,5.066,-1.571,6.395
"1741","1741  ",1.906,6.842,"0  ",0,"0  ","0  ","9  ",0,5.495,-1.505,-0.9,5.066,0.429,6.395
"1743","1743  ",2.249,1.523,"1  ",1.523,"0  ","0  ","10  ",1,5.595,NA,0,5.896,-0.301,5.595
"1743","1743  ",2.549,3.15,"1  ",3.15,"0  ","0  ","10  ",1,7.6,0.6,2.005,5.896,1.704,5.595
"1743","1743  ",1.789,3.19,"1  ",3.19,"0  ","0  ","10  ",1,6.295,-0.705,0.7,5.896,0.399,5.595
"1743","1743  ",3.359,4.23,"1  ",4.23,"0  ","0  ","10  ",1,5.395,-1.605,-0.2,5.896,-0.501,5.595
"1743","1743  ",2.177,4.99,"1  ",4.99,"0  ","0  ","10  ",1,4.595,-2.405,-1,5.896,-1.301,5.595
"1755","1755  ",2.948,0.3,"1  ",0.3,"1  ","0  ","10  ",1,8.6,1.6,0,6.48,2.12,8.6
"1755","1755  ",2.914,1.16,"1  ",1.16,"1  ","0  ","10  ",1,7.6,0.6,-1,6.48,1.12,8.6
"1755","1755  ",2.944,2.08,"1  ",2.08,"1  ","0  ","10  ",1,6.395,-0.605,-2.205,6.48,-0.085,8.6
"1755","1755  ",2.978,3.176,"1  ",3.176,"1  ","0  ","10  ",1,6.295,-0.705,-2.305,6.48,-0.185,8.6
"1755","1755  ",3.004,4.426,"1  ",4.426,"1  ","0  ","10  ",1,5.395,-1.605,-3.205,6.48,-1.085,8.6
"1755","1755  ",1.707,5.542,"1  ",5.542,"1  ","0  ","10  ",1,4.595,NA,-4.005,6.48,-1.885,8.6
"1764","1764  ",1.705,0.648,"0  ",0,"0  ","0  ","11  ",2,9.8,2.8,0,8.385,1.415,9.8
"1764","1764  ",1.819,2.148,"0  ",0,"0  ","0  ","11  ",2,8,1,-1.8,8.385,-0.385,9.8
"1764","1764  ",1.627,3.186,"0  ",0,"0  ","0  ","11  ",2,9.4,2.4,-0.4,8.385,1.015,9.8
"1764","1764  ",1.602,4.686,"0  ",0,"0  ","0  ","11  ",2,8.7,1.7,-1.1,8.385,0.315,9.8
"1764","1764  ",1.755,5.61,"0  ",0,"0  ","0  ","11  ",2,8.2,1.2,-1.6,8.385,-0.185,9.8
"1764","1764  ",1.792,6.648,"0  ",0,"0  ","0  ","11  ",2,6.595,-0.405,-3.205,8.385,-1.79,9.8
"1764","1764  ",1.759,7.571,"0  ",0,"0  ","0  ","11  ",2,8,1,-1.8,8.385,-0.385,9.8
"1772","1772  ",1.576,0.267,"0  ",0,"0  ","0  ","9  ",0,10.9,3.9,0,6.554,4.346,10.9
"1772","1772  ",1.476,0.547,"0  ",0,"0  ","0  ","9  ",0,8.6,1.6,NA,6.554,2.046,10.9
"1772","1772  ",2.012,0.56,"0  ",0,"0  ","0  ","9  ",0,6.495,-0.505,-4.405,6.554,-0.059,10.9
"1772","1772  ",1.526,0.79,"0  ",0,"0  ","0  ","9  ",0,4.995,-2.005,-5.905,6.554,-1.559,10.9
"1772","1772  ",2.401,0.997,"0  ",0,"0  ","0  ","9  ",0,3.995,-3.005,-6.905,6.554,-2.559,10.9
"1772","1772  ",1.555,1.23,"0  ",0,"0  ","0  ","9  ",0,4.595,-2.405,-6.305,6.554,-1.959,10.9
"1772","1772  ",1.792,1.497,"0  ",0,"0  ","0  ","9  ",0,6.295,-0.705,NA,6.554,-0.259,10.9
"1811","1811  ",1.639,0.41,"0  ",0,"0  ","1  ","9  ",0,10.2,3.2,0,14.61,-4.41,10.2
"1811","1811  ",1.749,1.895,"0  ",0,"0  ","1  ","9  ",0,16.3,9.3,6.1,14.61,1.69,10.2
"1811","1811  ",1.869,2.876,"0  ",0,"0  ","1  ","9  ",0,18.405,11.405,8.205,14.61,3.795,10.2
"1811","1811  ",1.927,3.895,"0  ",0,"0  ","1  ","9  ",0,16.6,9.6,6.4,14.61,1.99,10.2
"1811","1811  ",1.967,4.991,"0  ",0,"0  ","1  ","9  ",0,16.1,9.1,5.9,14.61,1.49,10.2
"1811","1811  ",1.805,5.991,"0  ",0,"0  ","1  ","9  ",0,16.8,9.8,6.6,14.61,2.19,10.2
"1811","1811  ",2.407,7.318,"0  ",0,"0  ","1  ","9  ",0,14.1,7.1,3.9,14.61,-0.51,10.2
"1811","1811  ",2.194,8.395,"0  ",0,"0  ","1  ","9  ",0,13.3,6.3,3.1,14.61,-1.31,10.2
"1811","1811  ",2.503,9.337,"0  ",0,"0  ","1  ","9  ",0,12,5,1.8,14.61,-2.61,10.2
"1811","1811  ",2.398,10.453,"0  ",0,"0  ","1  ","9  ",0,12.1,5.1,1.9,14.61,-2.51,10.2
"1811","1811  ",2.572,11.376,"0  ",0,"0  ","1  ","9  ",0,14.8,7.8,4.6,14.61,0.19,10.2
"1812","1812  ",1.693,1.221,"0  ",0,"0  ","1  ","8  ",-1,16.6,9.6,0,14.386,2.214,16.6
"1812","1812  ",1.848,1.739,"0  ",0,"0  ","1  ","8  ",-1,16.1,9.1,-0.5,14.386,1.714,16.6
"1812","1812  ",2.407,4.138,"0  ",0,"0  ","1  ","8  ",-1,14.1,7.1,-2.5,14.386,-0.286,16.6
"1812","1812  ",2.584,4.958,"0  ",0,"0  ","1  ","8  ",-1,13.3,6.3,-3.3,14.386,-1.086,16.6
"1812","1812  ",2.402,5.939,"0  ",0,"0  ","1  ","8  ",-1,12,5,-4.6,14.386,-2.386,16.6
"1812","1812  ",2.05,6.807,"0  ",0,"0  ","1  ","8  ",-1,12.1,5.1,-4.5,14.386,-2.286,16.6
"1812","1812  ",1.975,7.672,"0  ",0,"0  ","1  ","8  ",-1,16.5,9.5,-0.1,14.386,2.114,16.6
"1813","1813  ",1.586,0.56,"0  ",0,"0  ","0  ","10  ",1,12,5,0,12.362,-0.362,12
"1813","1813  ",1.576,1.053,"0  ",0,"0  ","0  ","10  ",1,17.1,10.1,5.1,12.362,4.738,12
"1813","1813  ",1.668,1.853,"0  ",0,"0  ","0  ","10  ",1,12.362,5.362,0.362,12.362,0,12
"1813","1813  ",1.369,2.981,"0  ",0,"0  ","0  ","10  ",1,16.1,9.1,4.1,12.362,3.738,12
"1813","1813  ",1.475,3.981,"0  ",0,"0  ","0  ","10  ",1,16.8,9.8,4.8,12.362,4.438,12
"1813","1813  ",2.322,4.748,"0  ",0,"0  ","0  ","10  ",1,14.1,7.1,2.1,12.362,1.738,12
"1813","1813  ",2.098,6.248,"0  ",0,"0  ","0  ","10  ",1,8.2,NA,-3.8,12.362,-4.162,12
"1813","1813  ",1.615,6.648,"0  ",0,"0  ","0  ","10  ",1,6.595,-0.405,-5.405,12.362,-5.767,12
"1813","1813  ",2.773,6.723,"0  ",0,"0  ","0  ","10  ",1,8,1,-4,12.362,-4.362,12
"1821","1821  ",1.714,3.098,"0  ",0,"0  ","1  ","10  ",1,16.1,9.1,0,10.898,5.202,16.1
"1821","1821  ",1.727,3.718,"0  ",0,"0  ","1  ","10  ",1,16.8,9.8,0.7,10.898,5.902,16.1
"1821","1821  ",1.666,4.658,"0  ",0,"0  ","1  ","10  ",1,14.1,NA,-2,10.898,3.202,16.1
"1821","1821  ",1.545,5.723,"0  ",0,"0  ","1  ","10  ",1,13.3,6.3,-2.8,10.898,2.402,16.1
"1821","1821  ",1.498,5.983,"0  ",0,"0  ","1  ","10  ",1,2.495,-4.505,-13.605,10.898,-8.403,16.1
"1821","1821  ",1.558,7.063,"0  ",0,"0  ","1  ","10  ",1,2.595,-4.405,-13.505,10.898,-8.303,16.1
"1822","1822  ",1.527,0.646,"0  ",0,"0  ","1  ","8  ",-1,16.6,9.6,0,14.429,2.171,16.6
"1822","1822  ",1.868,0.926,"0  ",0,"0  ","1  ","8  ",-1,16.1,NA,NA,14.429,1.671,16.6
"1822","1822  ",1.838,1.314,"0  ",0,"0  ","1  ","8  ",-1,16.8,9.8,0.2,14.429,2.371,16.6
"1822","1822  ",1.318,1.809,"0  ",0,"0  ","1  ","8  ",-1,14.1,7.1,-2.5,14.429,-0.329,16.6
"1822","1822  ",1.509,2.713,"0  ",0,"0  ","1  ","8  ",-1,13.3,6.3,-3.3,14.429,-1.129,16.6
"1822","1822  ",1.555,3.886,"0  ",0,"0  ","1  ","8  ",-1,12,5,-4.6,14.429,-2.429,16.6
"1822","1822  ",2.015,4.566,"0  ",0,"0  ","1  ","8  ",-1,12.1,5.1,NA,14.429,-2.329,16.6
"1823","1823  ",1.685,0.83,"0  ",0,"0  ","1  ","7  ",-2,16.3,9.3,0,15.22,1.079,16.3
"1823","1823  ",1.643,1.532,"0  ",0,"0  ","1  ","7  ",-2,18.405,11.405,2.105,15.22,3.184,16.3
"1823","1823  ",1.311,2.532,"0  ",0,"0  ","1  ","7  ",-2,16.6,9.6,0.3,15.22,1.38,16.3
"1823","1823  ",1.596,3.062,"0  ",0,"0  ","1  ","7  ",-2,16.1,9.1,-0.2,15.22,0.879,16.3
"1823","1823  ",1.374,3.962,"0  ",0,"0  ","1  ","7  ",-2,16.8,NA,0.5,15.22,1.579,16.3
"1823","1823  ",1.526,5.461,"0  ",0,"0  ","1  ","7  ",-2,14.1,7.1,-2.2,15.22,-1.12,16.3
"1823","1823  ",1.545,6.327,"0  ",0,"0  ","1  ","7  ",-2,13.3,6.3,-3,15.22,-1.921,16.3
"1823","1823  ",1.842,7.269,"0  ",0,"0  ","1  ","7  ",-2,12,5,-4.3,15.22,-3.22,16.3
"1823","1823  ",1.913,8.308,"0  ",0,"0  ","1  ","7  ",-2,12.1,5.1,-4.2,15.22,-3.121,16.3
"1823","1823  ",1.962,9.269,"0  ",0,"0  ","1  ","7  ",-2,16.5,9.5,0.2,15.22,1.28,16.3
"1827","1827  ",1.828,0.942,"0  ",0,"0  ","0  ","9  ",0,16.3,9.3,0,15.078,1.222,16.3
"1827","1827  ",1.75,1.962,"0  ",0,"0  ","0  ","9  ",0,18.405,11.405,2.105,15.078,3.327,16.3
"1827","1827  ",2.326,2.981,"0  ",0,"0  ","0  ","9  ",0,16.6,9.6,0.3,15.078,1.522,16.3
"1827","1827  ",2.081,3.841,"0  ",0,"0  ","0  ","9  ",0,16.1,9.1,-0.2,15.078,1.022,16.3
"1827","1827  ",2.32,4.181,"0  ",0,"0  ","0  ","9  ",0,16.8,9.8,0.5,15.078,1.722,16.3
"1827","1827  ",2.442,4.541,"0  ",0,"0  ","0  ","9  ",0,14.1,7.1,-2.2,15.078,-0.978,16.3
"1827","1827  ",2.264,5.211,"0  ",0,"0  ","0  ","9  ",0,13.3,6.3,-3,15.078,-1.778,16.3
"1827","1827  ",1.842,6.171,"0  ",0,"0  ","0  ","9  ",0,12,5,-4.3,15.078,-3.078,16.3
"1827","1827  ",2.158,7.363,"0  ",0,"0  ","0  ","9  ",0,12.1,5.1,-4.2,15.078,-2.978,16.3
"1931","1931  ",2.081,1.573,"1  ",1.153,"0  ","0  ","9  ",0,6.595,-0.405,0,5.524,1.071,6.595
"1931","1931  ",2.126,2.649,"1  ",2.229,"0  ","0  ","9  ",0,5.095,-1.905,-1.5,5.524,-0.429,6.595
"1931","1931  ",2.155,3.769,"1  ",3.349,"0  ","0  ","9  ",0,4.395,-2.605,-2.2,5.524,-1.129,6.595
"1931","1931  ",1.89,4.654,"1  ",4.234,"0  ","0  ","9  ",0,4.395,-2.605,-2.2,5.524,-1.129,6.595
"1931","1931  ",2.353,4.894,"1  ",4.474,"0  ","0  ","9  ",0,5.695,-1.305,-0.9,5.524,0.171,6.595
"1931","1931  ",1.792,5.457,"1  ",5.037,"0  ","0  ","9  ",0,5.295,-1.705,-1.3,5.524,-0.229,6.595
"1931","1931  ",1.906,6.38,"1  ",5.96,"0  ","0  ","9  ",0,7.2,0.2,0.605,5.524,1.676,6.595
"1970","1970  ",1.699,0.06,"0  ",0,"0  ","0  ","8  ",-1,8.1,1.1,0,5.971,2.129,8.1
"1970","1970  ",1.892,1.56,"0  ",0,"0  ","0  ","8  ",-1,4.195,-2.805,-3.905,5.971,-1.776,8.1
"1970","1970  ",1.856,2.49,"0  ",0,"0  ","0  ","8  ",-1,7.3,0.3,-0.8,5.971,1.329,8.1
"1970","1970  ",2.224,3.35,"0  ",0,"0  ","0  ","8  ",-1,5.971,-1.029,-2.129,5.971,0,8.1
"1970","1970  ",2.259,4.427,"0  ",0,"0  ","0  ","8  ",-1,6.795,-0.205,-1.305,5.971,0.824,8.1
"1970","1970  ",2.337,5.562,"0  ",0,"0  ","0  ","8  ",-1,6.495,-0.505,-1.605,5.971,0.524,8.1
"1970","1970  ",2.806,6.696,"0  ",0,"0  ","0  ","8  ",-1,5.295,-1.705,-2.805,5.971,-0.676,8.1
"1970","1970  ",2.091,7.85,"0  ",0,"0  ","0  ","8  ",-1,4.695,-2.305,-3.405,5.971,-1.276,8.1
"1970","1970  ",2.668,9.927,"0  ",0,"0  ","0  ","8  ",-1,4.895,-2.105,-3.205,5.971,-1.076,8.1
"1991","1991  ",1.487,0.192,"0  ",0,"0  ","0  ","9  ",0,18.705,11.705,0,6.754,11.951,18.705
"1991","1991  ",2.306,0.596,"0  ",0,"0  ","0  ","9  ",0,6.754,NA,-11.951,6.754,0,18.705
"1991","1991  ",1.499,0.836,"0  ",0,"0  ","0  ","9  ",0,6.754,-0.246,-11.951,6.754,0,18.705
"1991","1991  ",1.415,1.332,"0  ",0,"0  ","0  ","9  ",0,5.395,-1.605,-13.31,6.754,-1.359,18.705
"1991","1991  ",1.627,2.024,"0  ",0,"0  ","0  ","9  ",0,5.495,-1.505,-13.21,6.754,-1.259,18.705
"1991","1991  ",1.462,3.197,"0  ",0,"0  ","0  ","9  ",0,5.295,-1.705,-13.41,6.754,-1.459,18.705
"1991","1991  ",2.536,4.697,"0  ",0,"0  ","0  ","9  ",0,4.895,NA,-13.81,6.754,-1.859,18.705
"1991","1991  ",1.587,5.543,"0  ",0,"0  ","0  ","9  ",0,4.095,-2.905,-14.61,6.754,-2.659,18.705
"1991","1991  ",1.57,6.485,"0  ",0,"0  ","0  ","9  ",0,3.395,-3.605,-15.31,6.754,-3.359,18.705
"1992","1992  ",1.727,1.128,"1  ",1.128,"0  ","0  ","8  ",-1,10.1,3.1,NA,10.299,-0.199,10.1
"1992","1992  ",1.895,1.668,"1  ",1.668,"0  ","0  ","8  ",-1,16,9,5.9,10.299,5.701,10.1
